Name,URL,Description,Image,Rating,Rating Count,Content Rating,Genre,Duration
Detectorists,https://www.imdb.com/title/tt4082744/,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",https://m.media-amazon.com/images/M/MV5BZGUyOWJiYTUtN2E0Ni00MGUwLTk4ZjktYzc3ZmRkNzVlNTU0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_.jpg,8.6,21650,15,Comedy,
Mob Psycho 100,https://www.imdb.com/title/tt5897304/,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",https://m.media-amazon.com/images/M/MV5BYWIwZjhkMzgtOWExYi00ZGIwLTg1ZTktNjQyZWIxYWFmZTc0XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.6,46101,15,"Animation, Action, Comedy",
Happy Valley,https://www.imdb.com/title/tt3428912/,Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,https://m.media-amazon.com/images/M/MV5BNTBmYTQ5ZDYtM2NjMC00M2Q2LTg4NDAtODUxZTk0ZmFjMGVjXkEyXkFqcGdeQXVyNzQ5MzY0NjM@._V1_.jpg,8.5,65280,15,"Crime, Drama, Thriller",
Louie,https://www.imdb.com/title/tt1492966/,"The life of Louie C.K., a divorced comedian living in New York with two kids.",https://m.media-amazon.com/images/M/MV5BOGI0ZjA5ZmUtMTY1ZC00NjZjLTk0MGEtNmQ2YTczY2Q3YTc0XkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_.jpg,8.5,82371,15,"Comedy, Drama",
Spartacus: Blood and Sand,https://www.imdb.com/title/tt1442449/,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",https://m.media-amazon.com/images/M/MV5BZWQ4MjA2YzEtOTQzYi00NWQ1LWI0ZDEtN2VkZjhmYTc3MzU0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,8.5,258168,18,"Action, Adventure, Biography",
Whose Line Is It Anyway?,https://www.imdb.com/title/tt0163507/,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketc...,https://m.media-amazon.com/images/M/MV5BYmJjMTVhYjQtMjBmMC00NWYxLTk2YmEtYWIxZDUzYjljZTYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.5,46565,12,"Comedy, Game-Show",
Through the Wormhole,https://www.imdb.com/title/tt1513168/,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? ...",https://m.media-amazon.com/images/M/MV5BMDhkMTY2NGQtMWY4Mi00ZjhmLWIzNGYtZDJhODkwNTM5NTIzXkEyXkFqcGdeQXVyNDk3NDEzMzk@._V1_.jpg,8.6,18466,TV-PG,Documentary,
The Office,https://www.imdb.com/title/tt0290978/,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,https://m.media-amazon.com/images/M/MV5BMjcyY2ZlZGEtOGQwMy00NWE1LTg5OTEtYzIxN2Y2NjhlM2RlXkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_.jpg,8.5,123741,15,"Comedy, Drama",
Sons of Anarchy,https://www.imdb.com/title/tt1124373/,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,https://m.media-amazon.com/images/M/MV5BYTMxMGY1OGQtZmUzNy00NjhmLTlhNzItZDBiNzhlMTgwZjZlXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,8.6,325569,18,"Crime, Drama, Thriller",
Formula 1: Drive to Survive,https://www.imdb.com/title/tt8289930/,Docuseries following the FIA Formula One World Championship across multiple seasons.,https://m.media-amazon.com/images/M/MV5BMzVkMGU0YWMtOWQxMC00MjFhLTg1NjAtMDFlZTZlYzJlMjlhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,8.5,51495,15,"Documentary, Sport",
Shinseiki Evangelion,https://www.imdb.com/title/tt0112159/,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,https://m.media-amazon.com/images/M/MV5BODZkZjUxNmEtMGEyOS00ZDY5LTkxZDMtZTJkZDBiZTkyOWRkXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.5,86516,PG,"Animation, Action, Drama",
Twin Peaks: The Return,https://www.imdb.com/title/tt4093826/,Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,https://m.media-amazon.com/images/M/MV5BZWZiNWI0MzgtMDMyYS00NDY2LWI0Y2YtNTQ2ZWJhNzU2NTEyXkEyXkFqcGdeQXVyOTA3MTMyOTk@._V1_.jpg,8.5,76559,15,"Crime, Drama, Horror",
Heartstopper,https://www.imdb.com/title/tt10638036/,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,https://m.media-amazon.com/images/M/MV5BNzgxNDgyOTQtZTJkZi00MDViLWJlODMtZDYzMGM1NDVlNmU2XkEyXkFqcGdeQXVyNjA1MTI4NjA@._V1_.jpg,8.6,77569,12,"Drama, Romance",
Trailer Park Boys,https://www.imdb.com/title/tt0290988/,Three petty felons have a documentary made about their life in a trailer park.,https://m.media-amazon.com/images/M/MV5BOTA0NTAwMTc1MF5BMl5BanBnXkFtZTgwODk2NjY0ODE@._V1_.jpg,8.5,51048,15,"Comedy, Crime",
Shameless,https://www.imdb.com/title/tt1586680/,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",https://m.media-amazon.com/images/M/MV5BMjM5MzAzNTQyOV5BMl5BanBnXkFtZTgwNjY0MjcyNjM@._V1_.jpg,8.5,288842,18,"Comedy, Drama",
Regular Show,https://www.imdb.com/title/tt1710308/,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,https://m.media-amazon.com/images/M/MV5BNWJjZjQ5NWUtMTkwZC00NGY2LWEyMDEtMGIyZThkMmMyZTZlXkEyXkFqcGdeQXVyMTI2MzY3NTA3._V1_.jpg,8.5,58736,U,"Animation, Action, Adventure",
Derry Girls,https://www.imdb.com/title/tt7120662/,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s in Northern Ireland.,https://m.media-amazon.com/images/M/MV5BNzU0MTFiNjUtNzIxMi00ZGZiLTgwZmUtMjIxOWNmMDE0NTE1XkEyXkFqcGdeQXVyNjg0NTcxMTg@._V1_.jpg,8.5,60491,15,Comedy,
Brass Eye,https://www.imdb.com/title/tt0118273/,"Controversial spoof of current affairs television, and the role of celebrity in the UK.",https://m.media-amazon.com/images/M/MV5BZGVmMWU3ZWItNGE5Ny00MzRhLTlhZWYtMzg0ZmM0YTI3ODM3XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_.jpg,8.6,11606,18,Comedy,
Skam,https://www.imdb.com/title/tt5288312/,"The story of young teenagers and pupils on Hartvig Nissens upper secondary school in Oslo, and their troubles, scandals and everyday life. Each season is told from a different person&apos;s point of view.",https://m.media-amazon.com/images/M/MV5BMzc5NmE5ZDItZGQxZC00ZTdhLThlYzktYjE0NWIyZDM3OGRlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,8.6,38875,Not Rated,"Drama, Romance",
Spartacus: Gods of the Arena,https://www.imdb.com/title/tt1758429/,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.",https://m.media-amazon.com/images/M/MV5BMTYyMjI4NzYxOF5BMl5BanBnXkFtZTcwNTUwMTc1NA@@._V1_.jpg,8.5,146181,18,"Action, Adventure, Biography",
North &amp; South,https://www.imdb.com/title/tt0417349/,"North and South is a four-part adaptation of Elizabeth Gaskell&apos;s love story of Margaret Hale, a middle-class southerner who is forced to move to the northern town of Milton.",https://m.media-amazon.com/images/M/MV5BYjU4NGI4MjQtOTJlZC00Y2UxLWFiMDAtODJhZDFmYmVjMTY3XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,8.6,35146,PG,"Drama, Romance",
Schitt$ Creek,https://www.imdb.com/title/tt3526078/,"After being a victim of fraud, Johnny Rose and his family go from extremely wealthy to penniless overnight. The only asset left to them is a small, unsophisticated town: Schitt&apos;s Creek. They relocate there. Culture shock ensues.",https://m.media-amazon.com/images/M/MV5BNWQ1ZmM3MTQtNTVhZC00MWVlLWI5ZjgtYmZiYWQxZjUzZWM0XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_.jpg,8.5,147811,15,Comedy,
Silicon Valley,https://www.imdb.com/title/tt2575988/,"Follows the struggle of Richard Hendricks, a Silicon Valley engineer trying to build his own company called Pied Piper.",https://m.media-amazon.com/images/M/MV5BM2Q5YjNjZWMtYThmYy00N2ZjLWE2NDctNmZjMmZjYWE2NjEwXkEyXkFqcGdeQXVyMTAzMDM4MjM0._V1_.jpg,8.5,166909,15,Comedy,
Futurama,https://www.imdb.com/title/tt0149460/,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year&apos;s Eve 2999.",https://m.media-amazon.com/images/M/MV5BYWI3MTJkN2UtMTU0Zi00ZjE2LThjMWEtYmQ5YmFiZmU1N2JhXkEyXkFqcGdeQXVyMTMzOTQyOTk1._V1_.jpg,8.5,262329,PG,"Animation, Adventure, Comedy",
Hagane no renkinjutsushi,https://www.imdb.com/title/tt0421357/,"When a failed alchemical ritual leaves brothers Edward and Alphonse Elric with severely damaged bodies, they begin searching for the one thing that can save them: the fabled philosopher&apos;s stone.",https://m.media-amazon.com/images/M/MV5BMmI5NmFlZjItOTBhOC00NGI0LWIyNDAtODJhOTJjZDEyMTYyXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.5,78196,PG,"Animation, Action, Adventure",
Letterkenny,https://www.imdb.com/title/tt4647692/,"Quick-witted, fast-paced snappy comedy about rural folk getting by in a small town.",https://m.media-amazon.com/images/M/MV5BMjM2MjE3MDktODU4Yi00YzY5LTgzMDktYWIzMTMxYmU2YzM5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,8.6,29853,18,Comedy,
Doctor Who,https://www.imdb.com/title/tt0436992/,The further adventures in time and space of the alien adventurer known as the Doctor and his companions from planet Earth.,https://m.media-amazon.com/images/M/MV5BYjU5YTA5OGItYzFmZi00YmFjLWJjNWEtZTk0MjExMTFjYzE2XkEyXkFqcGdeQXVyNjcwMzExMzU@._V1_.jpg,8.6,248876,PG,"Adventure, Drama, Sci-Fi",
Rurôni Kenshin: Meiji kenkaku romantan - Tsuioku-hen,https://www.imdb.com/title/tt0203082/,"In the era of Japan&apos;s Meiji Restoration, an assassin regains his humanity.",https://m.media-amazon.com/images/M/MV5BNWI3MTAxOWYtYjNhYi00N2QwLWIxNDMtOGYzZGE4ZmUzOWE3XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.6,16302,15,"Animation, Action, Adventure",
The Expanse,https://www.imdb.com/title/tt3230854/,"The disappearance of rich-girl-turned-political-activist links the lives of Ceres detective, accidental ship captain and U.N. politician. Amidst political tension between Earth, Mars and the Belt, they unravel the greatest conspir...",https://m.media-amazon.com/images/M/MV5BZDVmMDljM2QtZDkzZC00ZDg2LWFiMGItZjNiNjliZjg2MGEzXkEyXkFqcGdeQXVyMjkwOTAyMDU@._V1_.jpg,8.5,173821,15,"Drama, Mystery, Sci-Fi",
From the Earth to the Moon,https://www.imdb.com/title/tt0120570/,Dramatized portrayal of the Apollo manned space program.,https://m.media-amazon.com/images/M/MV5BMTc4MGZlZGEtODY1My00MmI4LWJkNDYtMDQwNThhM2Q0MTg1XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,8.6,13282,PG,"Action, Drama, History",
Isanghan byeonhosa Woo Young-woo,https://www.imdb.com/title/tt20869502/,"Due to her 164 I.Q., impressive memory and creative thought process, autistic 27-year-old lawyer Woo Young Woo graduated at the top of her class from a prestigious law school.",https://m.media-amazon.com/images/M/MV5BMTAzNzlhYjItN2MxZS00ZTg4LWFmZGQtN2I1ZWE5YjgzODY3XkEyXkFqcGdeQXVyNjk1NzU1Mjk@._V1_.jpg,8.6,27329,15,Drama,
Hannibal,https://www.imdb.com/title/tt2243973/,Explores the early relationship between renowned psychiatrist Hannibal Lecter and a young FBI criminal profiler who is haunted by his ability to empathize with serial killers.,https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_.jpg,8.5,278299,18,"Crime, Drama, Horror",
L&apos;amica geniale,https://www.imdb.com/title/tt7278862/,A woman recounts the lifelong friendship and conflicts with a girl she met at primary school in Naples during the early 1950s.,https://m.media-amazon.com/images/M/MV5BYzJlYzJkYTctNmEyMi00NmY2LWE2Y2MtOTM5YmI5MTM1ZDk4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,8.6,17908,15,Drama,
The Rehearsal,https://www.imdb.com/title/tt10802170/,Nathan Fielder gives people a chance to rehearse for their own lives in a world where nothing ever works out as expected.,https://m.media-amazon.com/images/M/MV5BNGI3ZTgwMzItMTA0ZC00NTFhLTkzNTQtMDBkMDc2NmVmY2NkXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg,8.5,26335,15,"Documentary, Comedy",
Wentworth,https://www.imdb.com/title/tt2433738/,The confronting look into the lives of the inmates and prison staff of Wentworth Correctional Centre as they navigate the ups and downs of their lives in the prison system.,https://m.media-amazon.com/images/M/MV5BODk2NjQ5OGYtYTVlMi00ZWM2LTk4OGYtZjcwNjg1MzVjOGMxXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,8.6,24786,18,"Crime, Drama, Thriller",
Umbre,https://www.imdb.com/title/tt4269716/,"Umbre follows Relu, an enforcer for a small-time mob boss, as he struggles to keep his family in the dark about his job. The secrets Relu keeps become increasingly oppressive and the lies begin to surface.",https://m.media-amazon.com/images/M/MV5BZjIyNWRlNTEtZDFmOC00YjJkLWJiNDktNWQzMmI1MmQyMDMyXkEyXkFqcGdeQXVyMzQ4MjE5ODk@._V1_.jpg,8.7,11505,TV-MA,"Crime, Drama, Thriller",
Avrupa Yakasi,https://www.imdb.com/title/tt0421291/,The life and times of the rather traditional Sutcuoglu family and their comedic struggles to adapt the high-profile contemporary life of Nisantasi.,https://m.media-amazon.com/images/M/MV5BZDEzNzk4YmQtYWRhMi00ZGRmLTg2M2YtZjM2YTY0MWE1YWYwXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_.jpg,8.6,21419,,Comedy,
Hwan Hon,https://www.imdb.com/title/tt20859920/,"Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the &quot;alchemy of souls&quot;, which allows souls to switch bodies.",https://m.media-amazon.com/images/M/MV5BMmJhZGFhMmItM2RmMC00NWIxLWE5ZjMtMmIwZmJkNTdjZTg4XkEyXkFqcGdeQXVyOTI5NDk4NDQ@._V1_.jpg,8.7,17936,12,"Action, Drama, Fantasy",
Gintama,https://www.imdb.com/title/tt0988818/,"In an era where aliens have invaded and taken over feudal Tokyo, an unemployed samurai finds work however he can.",https://m.media-amazon.com/images/M/MV5BMDhmNjUxM2UtZTY2Zi00OTQ0LWExNjgtNDhkNTUyMjQ3MmU5XkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_.jpg,8.7,15459,TV-14,"Animation, Action, Comedy",
Westworld,https://www.imdb.com/title/tt0475784/,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",https://m.media-amazon.com/images/M/MV5BZDg1OWRiMTktZDdiNy00NTZlLTg2Y2EtNWRiMTcxMGE5YTUxXkEyXkFqcGdeQXVyMTM2MDY0OTYx._V1_.jpg,8.5,535377,18,"Drama, Mystery, Sci-Fi",
Shigatsu wa kimi no uso,https://www.imdb.com/title/tt3895150/,A piano prodigy who lost his ability to play after suffering a traumatic event in his childhood is forced back into the spotlight by an eccentric girl with a secret of her own.,https://m.media-amazon.com/images/M/MV5BYThlNWY5ZDgtYTIxNC00ZjdiLWJmNGUtMDFjMDlmZTAzOWFiXkEyXkFqcGdeQXVyNTM4NzAzNjc@._V1_.jpg,8.5,38506,12,"Animation, Comedy, Drama",
Community,https://www.imdb.com/title/tt1439629/,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@._V1_.jpg,8.5,295005,12,Comedy,
Strappare lungo i bordi,https://www.imdb.com/title/tt15614372/,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,https://m.media-amazon.com/images/M/MV5BZDE0NGIzODgtNzE2OS00YmJjLWFhODItNWQzM2U3ZmQzMjIxXkEyXkFqcGdeQXVyMTU3NDg0OTgx._V1_.jpg,8.6,14653,15,"Animation, Comedy, Drama",
Chef&apos;s Table,https://www.imdb.com/title/tt4295140/,"Chef&apos;s Table goes inside the lives and kitchens of six of the world&apos;s most renowned international chefs. Each episode focuses on a single chef and their unique look at their lives, talents and passion from their piece of culinary ...",https://m.media-amazon.com/images/M/MV5BMjE3MDQ2OTYyN15BMl5BanBnXkFtZTgwNjQ0Nzg0NzM@._V1_.jpg,8.5,17114,15,"Documentary, Biography",
Sapne Vs Everyone,https://www.imdb.com/title/tt30263074/,"Two obsessive dreamers collide with the resistance of expectations, morality and each other.",https://m.media-amazon.com/images/M/MV5BNmZmNTA5ZTgtNTgzOS00YWQ5LTgxZTItYTc1NzNjOWNmMDA5XkEyXkFqcGdeQXVyMTExMTIzMTA5._V1_.jpg,9.4,66992,Mature,Drama,
